20
20
0
0
0
0123
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202,203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,312,313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,1,100,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200,201,300,301,-1,-1,-1,-1,400,401,500,501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,600,601,700,701,-1,-1,-1,-1
-1,-1,-1,-1,10,11,110,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210,211,310,311,-1,-1,-1,-1,410,411,510,511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,610,611,710,711,-1,-1,-1,-1
-1,-1,-1,-1,800,801,900,901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,1001,1100,1101,-1,-1,-1,-1,1200,1201,1300,1301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1400,1401,1500,1501,-1,-1,-1,-1
-1,-1,-1,-1,810,811,910,911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1010,1011,1110,1111,-1,-1,-1,-1,1210,1211,1310,1311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1410,1411,1510,1511,-1,-1,-1,-1
-1,-1,-1,-1,1600,1601,1700,1701,8,9,108,109,208,209,308,309,408,409,508,509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,608,609,708,709,808,809,908,909,1008,1009,1108,1109,1800,1801,1900,1901,-1,-1,-1,-1
-1,-1,-1,-1,1610,1611,1710,1711,18,19,118,119,218,219,318,319,418,419,518,519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,618,619,718,719,818,819,918,919,1018,1019,1118,1119,1810,1811,1910,1911,-1,-1,-1,-1
-1,-1,-1,-1,2000,2001,2100,2101,1208,1209,1308,1309,1408,1409,1508,1509,1608,1609,1708,1709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1808,1809,1908,1909,2008,2009,2108,2109,2208,2209,2308,2309,2200,2201,2300,2301,-1,-1,-1,-1
-1,-1,-1,-1,2010,2011,2110,2111,1218,1219,1318,1319,1418,1419,1518,1519,1618,1619,1718,1719,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1818,1819,1918,1919,2018,2019,2118,2119,2218,2219,2318,2319,2210,2211,2310,2311,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2400,2401,2500,2501,402,403,502,503,2600,2601,2700,2701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2410,2411,2510,2511,412,413,512,513,2610,2611,2710,2711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2800,2801,2900,2901,602,603,702,703,3000,3001,3100,3101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2810,2811,2910,2911,612,613,712,713,3010,3011,3110,3111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,5,104,105,3200,3201,3300,3301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3400,3401,3500,3501,-1,-1,-1,-1,3600,3601,3700,3701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3800,3801,3900,3901,204,205,304,305
14,15,114,115,3210,3211,3310,3311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3410,3411,3510,3511,-1,-1,-1,-1,3610,3611,3710,3711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3810,3811,3910,3911,214,215,314,315
-1,-1,-1,-1,4000,4001,4100,4101,404,405,504,505,604,605,704,705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,804,805,904,905,1004,1005,1104,1105,4200,4201,4300,4301,-1,-1,-1,-1
-1,-1,-1,-1,4010,4011,4110,4111,414,415,514,515,614,615,714,715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,814,815,914,915,1014,1015,1114,1115,4210,4211,4310,4311,-1,-1,-1,-1
-1,-1,-1,-1,4400,4401,4500,4501,1204,1205,1304,1305,1404,1405,1504,1505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1604,1605,1704,1705,1804,1805,1904,1905,4600,4601,4700,4701,-1,-1,-1,-1
-1,-1,-1,-1,4410,4411,4510,4511,1214,1215,1314,1315,1414,1415,1514,1515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1614,1615,1714,1715,1814,1815,1914,1915,4610,4611,4710,4711,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,106,107,-1,-1,-1,-1,206,207,306,307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,17,406,407,-1,-1,-1,-1,116,117,216,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,506,507,316,317,-1,-1,-1,-1,606,607,706,707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,416,417,516,517,-1,-1,-1,-1,616,617,716,717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
802,803,902,903,-1,-1,-1,-1,806,807,906,907,1006,1007,1106,1107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1206,1207,1306,1307,1406,1407,1506,1507,-1,-1,-1,-1,1002,1003,1102,1103
