[header]
width=52
height=52
tilewidth=8
tileheight=8
orientation=orthogonal

[tilesets]
tileset=mapEnvironment.png,8,8,0,0

[layer]
type=Tile Layer 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,
0,0,0,0,11,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,12,0,0,0,0,11,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,12,0,0,0,0,
0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,
0,0,0,0,11,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,12,0,0,0,0,11,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,12,0,0,0,0,
0,0,0,0,1,2,1,2,9,10,9,10,9,10,9,10,9,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,10,9,10,9,10,9,10,9,10,1,2,1,2,0,0,0,0,
0,0,0,0,11,12,11,12,19,20,19,20,19,20,19,20,19,20,19,20,0,0,0,0,0,0,0,0,0,0,0,0,19,20,19,20,19,20,19,20,19,20,19,20,11,12,11,12,0,0,0,0,
0,0,0,0,1,2,1,2,9,10,9,10,9,10,9,10,9,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,10,9,10,9,10,9,10,9,10,1,2,1,2,0,0,0,0,
0,0,0,0,11,12,11,12,19,20,19,20,19,20,19,20,19,20,19,20,0,0,0,0,0,0,0,0,0,0,0,0,19,20,19,20,19,20,19,20,19,20,19,20,11,12,11,12,0,0,0,0,
